LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752174603.440254,215218.000,33222,3,GY,1,100,0.488
1752174603.480254,215258.000,33222,3,GY,1,100,0.427
1752174603.520254,215298.000,33243,2,GY,1,100,0.793
1752174603.560254,215338.000,33243,2,GY,1,100,2.014
1752174603.600254,215378.000,33259,3,GY,1,100,4.181
1752174603.640254,215418.000,33259,3,GY,1,100,6.409
1752174603.680254,215458.000,33259,3,GY,1,100,7.996
1752174603.720254,215498.000,33277,2,GY,1,100,8.179
1752174603.760254,215538.000,33277,2,GY,1,100,5.402
1752174603.800254,215578.000,33291,3,GY,1,100,3.174
1752174603.840254,215618.000,33291,3,GY,1,100,2.136
1752174603.880254,215658.000,33291,3,GY,1,100,1.434
1752174603.920254,215698.000,33308,2,GY,1,100,0.732
1752174603.960254,215738.000,33308,2,GY,1,100,-0.610
1752174604.000254,215778.000,33327,3,GY,1,100,-1.007
1752174604.040254,215818.000,33327,3,GY,1,100,-1.495
1752174604.080254,215858.000,33327,3,GY,1,100,-2.136
1752174604.120754,215898.500,33346,2,GY,1,100,-1.617
1752174604.161254,215939.000,33346,2,GY,1,100,-0.854
1752174604.200921,215978.667,33360,3,GY,1,100,-0.671
1752174604.240587,216018.333,33360,3,GY,1,100,0.366
1752174604.280254,216058.000,33360,3,GY,1,100,0.488
1752174604.320254,216098.000,33378,3,GY,1,100,-0.641
1752174604.360254,216138.000,33378,3,GY,1,100,-1.282
1752174604.400254,216178.000,33378,3,GY,1,100,-1.434
1752174604.440254,216218.000,33394,2,GY,1,100,-0.061
