LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1752622343.798991,155745.333,23474,3,AY,1,100,-0.012
1752622343.838658,155785.000,23474,3,AY,1,100,-0.022
1752622343.879159,155825.500,23494,2,AY,1,100,-0.024
1752622343.919659,155866.000,23494,2,AY,1,100,-0.015
1752622343.959326,155905.667,23510,3,AY,1,100,-0.015
1752622343.998993,155945.333,23510,3,AY,1,100,-0.006
1752622344.038660,155985.000,23510,3,AY,1,100,-0.014
1752622344.079160,156025.500,23527,2,AY,1,100,-0.009
1752622344.119660,156066.000,23527,2,AY,1,100,-0.014
1752622344.159661,156106.000,23542,3,AY,1,100,-0.025
1752622344.199661,156146.000,23542,3,AY,1,100,-0.025
1752622344.239661,156186.000,23542,3,AY,1,100,-0.022
1752622344.279328,156225.667,23559,3,AY,1,100,-0.033
1752622344.318995,156265.333,23559,3,AY,1,100,-0.028
1752622344.358662,156305.000,23559,3,AY,1,100,-0.019
1752622344.398663,156345.000,23575,2,AY,1,100,-0.032
1752622344.438663,156385.000,23575,2,AY,1,100,-0.022
